school,year,race,orientation,major,legacy,highschool,gender,geography,financialAid,athlete,affiliation,How do you view your intelligence compared with that of the average student who is studying the same subject as you are?,How do you view your intelligence compared with that of your average peer from your high school?,How do you view your intelligence compared with that of the average student on your campus?,What restaurant serves the best thai food in Hanover?,What restaurant serves the best pizza in Hanover?,What restaurant serves the best burger in Hanover?,Please select up to three of your favorite restaurants in Hanover. ,"Overall, what DDS location serves the best food?",What DDS location serves the best coffee?,What restaurant cuisine do you think is most missing from Hanover?\n,"During an average term, how often do you eat in a restaurant off-campus?",Which on-Campus dining plan do you think is the best?,"What advice, if any, would you give to other students about dining on or off campus?",What do you think is the best dish in Hanover?\n
Dartmouth,2021,white,heterosexual/straight,"Economics, Philosophy",no,public,man,West,no,club,none,Slightly higher,Much higher,Much higher,,,,,,,,,,,
UPenn,2021,two or more races,heterosexual/straight,"Computer Science, Economics",yes,private,man,New England,no,none,none,Much higher,Slightly higher,Much higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Engineering Sciences,no,public,man,International,yes,varsity,fraternity,Slightly lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,Computer Science,no,public,man,South,yes,none,none,Much lower,Slightly lower,Slightly lower,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,"Music, Pre-Medical",no,public,woman,West,yes,none,none,Much lower,Much higher,Much lower,,,,,,,,,,,
Dartmouth,2021,black or african-american,heterosexual/straight,Biological Sciences,no,public,man,South,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Economics, Earth Sciences",yes,public,man,New England,no,none,none,Average,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Undecided,no,private,woman,South,yes,varsity,none,Slightly lower,Slightly higher,Much lower,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,hispanic/latino,heterosexual/straight,"Linguistics, Engineering Sciences, Philosophy",no,public,man,New England,yes,club,none,Slightly lower,Slightly lower,Slightly lower,,,,,,,,,,,
Dartmouth,2021,asian,questioning,"Biological Sciences, English, Environmental Studies",no,public,woman,New England,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,Computer Science,no,private,woman,New England,no,none,sorority,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,"Linguistics, Cognitive Science",no,public,woman,Midwest,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Political Science, Economics",no,parochial,man,Mid-Atlantic,no,club,none,Much higher,Slightly higher,Much higher,,,,,,,,,,,
Dartmouth,2021,two or more races,heterosexual/straight,"Economics, Environmental Studies",no,private,man,West,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Political Science, Philosophy",no,private,woman,Mid-Atlantic,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Political Science, Theater, Women‰Ûªs and Gender Studies (and Sexuality)",no,public,"genderqueer, woman",New England,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,black or african-american,heterosexual/straight,Undecided,no,public,man,International,yes,none,none,Average,Average,Slightly lower,,,,,,,,,,,
Dartmouth,2021,black or african-american,heterosexual/straight,Pre-Medical,no,other,man,Mid-Atlantic,yes,none,none,Slightly higher,Average,Average,,,,,,,,,,,
Dartmouth,2021,black or african-american,heterosexual/straight,"Computer Science, Engineering Sciences, Mathematics",no,public,man,South,yes,none,none,Slightly lower,Slightly lower,Slightly lower,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Undecided, Mathematics, Political Science",yes,public,man,Mid-Atlantic,no,club,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Mathematics,no,public,man,Midwest,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Engineering Sciences,no,public,woman,South,yes,none,none,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,hispanic/latino,heterosexual/straight,Economics,no,public,woman,Midwest,yes,club,none,Average,Average,Slightly higher,,,,,,,,,,,
Cornell,2019,asian,heterosexual/straight,"English, Computer Science, Education",no,public,woman,New England,yes,none,none,Average,Slightly higher,Slightly lower,,,,,,,,,,,
UPenn,2021,hispanic/latino,heterosexual/straight,"English, History, Law/Criminology",no,public,man,New England,yes,none,none,Average,Slightly higher,Slightly lower,,,,,,,,,,,
UPenn,2018,asian,heterosexual/straight,"Computer Science, Business",no,public,man,West,yes,none,none,Slightly higher,Slightly higher,Much higher,,,,,,,,,,,
Brown,2021,white,heterosexual/straight,"Political Science, Sociology",no,public,woman,International,yes,none,none,Average,Much higher,Slightly lower,,,,,,,,,,,
Brown,2021,white,heterosexual/straight,Undecided,no,public,woman,New England,yes,club,none,Slightly higher,Much higher,Slightly lower,,,,,,,,,,,
UPenn,2021,black or african-american,heterosexual/straight,"Political Science, Philosophy, Economics",no,private,man,Mid-Atlantic,yes,none,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Princeton,2021,white,heterosexual/straight,"Computer Science, Finance, Robotics and Intelligent Systems",no,private,man,Mid-Atlantic,no,varsity,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Princeton,2019,two or more races,heterosexual/straight,"Sociology, other, Theater",no,private,woman,West,yes,none,none,Slightly higher,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,american indian,heterosexual/straight,"English, Law/Criminology",yes,private,woman,New England,no,club,none,Average,Average,Slightly lower,,,,,,,,,,,
Princeton,2020,white,bisexual,Psychological and Brain Sciences,no,public,woman,West,no,varsity,none,Slightly higher,Much higher,Much lower,,,,,,,,,,,
Harvard,2018,white,heterosexual/straight,"Mathematics, Physics and Astronomy",yes,private,man,South,no,club,none,Slightly lower,Much higher,Slightly higher,,,,,,,,,,,
Harvard,2018,two or more races,heterosexual/straight,Sociology,no,public,man,South,yes,varsity,fraternity,Average,Slightly higher,Average,,,,,,,,,,,
UPenn,2021,white,heterosexual/straight,"Communication, Fine Arts",no,private,woman,West,yes,varsity,none,Average,Much higher,Slightly lower,,,,,,,,,,,
Harvard,2021,asian,bisexual,"Biological Sciences, Environmental Studies, Business",no,public,man,West,yes,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
UPenn,2021,asian,heterosexual/straight,"Engineering Sciences, Philosophy",no,private,woman,West,no,club,none,Slightly lower,Much higher,Average,,,,,,,,,,,
Brown,2021,white,heterosexual/straight,"Economics, Psychological and Brain Sciences",no,public,man,New England,no,varsity,none,Average,Much higher,Average,,,,,,,,,,,
UPenn,2020,white,heterosexual/straight,"Neuroscience, Pre-Medical, Chemistry",yes,public,man,South,no,club,fraternity,Average,Much higher,Slightly higher,,,,,,,,,,,
Columbia,2021,two or more races,heterosexual/straight,"Undecided, Economics, Political Science",no,public,man,Mid-Atlantic,no,none,fraternity,Slightly higher,Much higher,Slightly lower,,,,,,,,,,,
Princeton,2020,black or african-american,heterosexual/straight,"Engineering Sciences, Urban Studies",no,public,woman,Midwest,no,none,none,Slightly lower,Much higher,Average,,,,,,,,,,,
Princeton,2019,white,heterosexual/straight,Asian/Mideast Studies,no,public,woman,South,no,club,none,Average,Much higher,Average,,,,,,,,,,,
UPenn,2021,white,heterosexual/straight,"Undecided, Economics, Political Science",no,private,woman,South,no,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Average,Much higher,Slightly higher,,,,,,,,,,,
UPenn,2021,two or more races,heterosexual/straight,Undecided,no,private,woman,Mid-Atlantic,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Yale,2021,white,heterosexual/straight,"Biological Sciences, Biochemistry and Molecular Biology, Pre-Medical",no,parochial,"woman, other",Midwest,no,club,none,Average,Much higher,Average,,,,,,,,,,,
Cornell,2020,black or african-american,heterosexual/straight,Hotel Administration,no,private,woman,other,yes,none,none,Average,Slightly higher,Much lower,,,,,,,,,,,
Dartmouth,2018,american indian,heterosexual/straight,Political Science,no,public,man,West,yes,none,none,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Columbia,2021,white,heterosexual/straight,"Neuroscience, Pre-Medical",yes,public,woman,Mid-Atlantic,no,none,none,Average,Much higher,Average,,,,,,,,,,,
Brown,2021,hispanic/latino,heterosexual/straight,"Undecided, Architecture, Art History",no,private,woman,International,no,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Computer Science,no,private,man,New England,no,club,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
UPenn,2021,white,heterosexual/straight,Undecided,no,private,woman,Midwest,yes,club,none,Average,Average,Average,,,,,,,,,,,
Columbia,2021,hispanic/latino,heterosexual/straight,English,no,public,man,South,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Physics and Astronomy, Mathematics",no,other,man,New England,yes,club,none,Slightly lower,Much higher,Slightly higher,,,,,,,,,,,
Cornell,2018,white,heterosexual/straight,Computer Science,no,public,man,West,yes,varsity,none,Slightly lower,Much higher,Slightly higher,,,,,,,,,,,
Cornell,2020,hispanic/latino,heterosexual/straight,"Law/Criminology, Lat Am/Latino/Carib Studies, Sociology",no,public,man,Midwest,yes,none,none,Average,Slightly higher,Slightly lower,,,,,,,,,,,
UPenn,2021,black or african-american,heterosexual/straight,"Public Health, Pre-Medical",no,public,woman,Midwest,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,"Engineering Sciences, Economics",no,private,man,International,yes,none,fraternity,Slightly higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2018,white,bisexual,Political Science,no,private,man,International,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Brown,2020,white,heterosexual/straight,"Engineering Sciences, Mathematics",no,public,man,International,yes,varsity,fraternity,Slightly higher,Slightly higher,Average,,,,,,,,,,,
Princeton,2019,white,gay/lesbian,African/Afr-American Studies,yes,private,man,Mid-Atlantic,no,none,other,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Average,Slightly higher,Average,,,,,,,,,,,
Yale,2020,black or african-american,heterosexual/straight,"Economics, Environmental Studies",no,public,woman,Mid-Atlantic,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Cornell,2021,asian,heterosexual/straight,Computer Science,no,other,woman,New England,yes,club,none,Average,Average,Average,,,,,,,,,,,
UPenn,2021,white,heterosexual/straight,Physics and Astronomy,no,public,man,Mid-Atlantic,yes,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,"Biological Sciences, Engineering Sciences, Studio Art",no,private,woman,International,no,none,none,Average,Much higher,Average,,,,,,,,,,,
Columbia,2019,asian,heterosexual/straight,Computer Science,no,public,woman,International,no,none,sorority,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Economics,yes,private,man,South,yes,varsity,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,two or more races,gay/lesbian,"Undecided, Statistics, Linguistics",no,public,man,New England,no,club,none,Average,Much higher,Average,,,,,,,,,,,
Yale,2021,white,gay/lesbian,"Computer Science, Biological Sciences, Biochemistry and Molecular Biology",no,private,man,New England,no,club,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,"Biological Sciences, Economics",no,public,woman,Mid-Atlantic,yes,none,sorority,Average,Much higher,Slightly higher,,,,,,,,,,,
Harvard,2021,two or more races,heterosexual/straight,"Music, Religion",yes,private,woman,West,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Much higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,black or african-american,heterosexual/straight,Environmental Studies,no,public,man,Mid-Atlantic,yes,varsity,fraternity,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Yale,2019,white,heterosexual/straight,"Anthropology, Russian",no,public,woman,Midwest,yes,none,none,Average,Slightly higher,Slightly lower,,,,,,,,,,,
Princeton,2019,white,heterosexual/straight,Philosophy,no,public,man,Midwest,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,"African/Afr-American Studies, Anthropology, Art History",yes,private,man,Mid-Atlantic,yes,varsity,fraternity,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,asian,bisexual,"Economics, Political Science, Statistics",no,private,woman,International,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Biological Sciences, Chemistry",no,private,man,International,yes,varsity,none,Slightly lower,Slightly lower,Slightly lower,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,"Undecided, Economics",no,private,man,New England,no,varsity,none,Average,Slightly higher,Average,,,,,,,,,,,
Yale,2019,white,heterosexual/straight,"English, Biological Sciences, Biochemistry and Molecular Biology",yes,private,woman,New England,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,gay/lesbian,"Political Science, Sociology, Women‰Ûªs and Gender Studies (and Sexuality)",no,private,woman,South,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,"Biological Sciences, Psychological and Brain Sciences, Pre-Medical",yes,parochial,woman,Midwest,no,club,none,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,hispanic/latino,heterosexual/straight,Undecided,no,public,woman,Midwest,yes,none,none,Average,Average,Average,,,,,,,,,,,
UPenn,2019,white,heterosexual/straight,Economics,no,public,man,Mid-Atlantic,no,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,"Engineering Sciences, Environmental Studies, Asian/Mideast Studies",no,private,woman,South,yes,varsity,none,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,black or african-american,queer,"Pre-Medical, Undecided",no,public,"woman, genderqueer",South,yes,none,none,Average,Average,Average,,,,,,,,,,,
Columbia,2021,two or more races,heterosexual/straight,Engineering Sciences,no,private,woman,Mid-Atlantic,no,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Mathematics,yes,public,man,Mid-Atlantic,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,asian,questioning,"Engineering Sciences, Studio Art",yes,private,woman,International,yes,none,sorority,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Economics,no,public,man,New England,no,varsity,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,Physics and Astronomy,no,public,man,South,no,none,coed,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,Economics,no,public,man,Midwest,yes,none,coed,Slightly higher,Much higher,Slightly lower,,,,,,,,,,,
Columbia,2021,two or more races,queer,"Engineering Sciences, Linguistics, German Studies",no,public,other,South,yes,club,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,asian,heterosexual/straight,"Engineering Sciences, Pre-Medical, Public Health",no,public,woman,New England,no,none,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,Computer Science,no,private,man,International,no,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,,,,,,,,,,,,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Harvard,2018,white,heterosexual/straight,"Computer Science, Mathematics, Statistics",no,parochial,man,Mid-Atlantic,yes,varsity,none,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Psychological and Brain Sciences, Pre-Medical",yes,public,man,South,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Cornell,2021,asian,heterosexual/straight,"Chemistry, Engineering Sciences",no,public,man,Mid-Atlantic,yes,none,none,Slightly higher,Much higher,Much higher,,,,,,,,,,,
Yale,2021,hispanic/latino,bisexual,"Biological Sciences, Theater, Environmental Studies",no,public,man,South,yes,none,coed,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Biological Sciences,no,public,woman,Mid-Atlantic,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2021,asian,bisexual,"Pre-Medical, Psychological and Brain Sciences, Biological Sciences",no,public,woman,West,yes,none,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2021,white,heterosexual/straight,Undecided,no,public,woman,other,yes,none,none,Slightly lower,Much higher,Slightly higher,,,,,,,,,,,
